vehicle_id,Travel_time
CAV_24,69.20000000000067
HDV_27,73.40000000000077
CAV_58,62.60000000000089
HDV_11,99.00000000000095
HDV_13,97.20000000000097
HDV_3,104.000000000001
HDV_37,87.00000000000107
CAV_50,76.20000000000108
CAV_54,75.00000000000107
CAV_32,95.00000000000112
CAV_2,120.0000000000012
CAV_10,115.80000000000119
CAV_8,117.8000000000012
HDV_7,124.60000000000122
HDV_51,99.60000000000122
CAV_66,91.00000000000111
HDV_21,118.40000000000111
CAV_102,70.20000000000063
HDV_47,109.0000000000008
HDV_29,124.20000000000044
HDV_77,99.00000000000016
CAV_38,122.00000000000026
CAV_70,104.60000000000012
CAV_76,104.59999999999991
HDV_35,132.7999999999998
HDV_79,114.79999999999919
HDV_69,121.39999999999924
HDV_59,128.19999999999928
HDV_73,121.59999999999908
CAV_14,156.99999999999915
CAV_82,117.19999999999891
CAV_26,149.9999999999991
CAV_18,158.79999999999893
CAV_94,112.59999999999854
CAV_20,160.19999999999874
CAV_56,138.59999999999866
CAV_28,158.59999999999852
CAV_168,76.79999999999751
HDV_43,156.99999999999824
CAV_78,137.99999999999795
CAV_104,126.59999999999745
HDV_181,82.3999999999967
HDV_81,146.19999999999732
HDV_107,131.799999999997
HDV_63,158.99999999999739
CAV_64,157.99999999999727
HDV_19,187.59999999999724
HDV_157,112.199999999996
HDV_1,206.3999999999968
HDV_45,185.99999999999648
HDV_215,84.3999999999952
CAV_48,186.3999999999964
CAV_90,160.5999999999961
CAV_138,133.39999999999566
CAV_72,174.99999999999605
HDV_143,133.59999999999542
CAV_68,177.399999999996
HDV_219,88.39999999999498
HDV_83,170.79999999999586
CAV_22,207.79999999999598
HDV_31,202.999999999996
CAV_120,149.39999999999543
CAV_60,186.39999999999588
CAV_52,192.99999999999588
HDV_131,147.79999999999512
HDV_223,98.5999999999944
CAV_4,232.99999999999517
CAV_154,146.1999999999942
HDV_71,197.99999999999483
CAV_84,191.39999999999463
CAV_128,166.79999999999416
HDV_61,210.19999999999453
HDV_55,214.39999999999452
CAV_288,80.39999999999543
HDV_169,154.399999999993
HDV_113,189.19999999999345
CAV_34,236.5999999999939
CAV_100,199.59999999999349
HDV_263,101.99999999999423
HDV_117,191.5999999999931
CAV_134,184.39999999999293
HDV_39,243.19999999999348
CAV_144,179.39999999999267
HDV_65,228.9999999999933
CAV_30,251.19999999999328
HDV_89,216.399999999993
CAV_136,188.19999999999254
CAV_112,202.9999999999926
HDV_5,267.7999999999931
HDV_155,178.79999999999217
HDV_97,214.59999999999266
HDV_141,189.39999999999225
HDV_105,212.39999999999253
CAV_172,173.3999999999919
HDV_311,93.99999999999469
HDV_17,271.5999999999925
CAV_152,190.39999999999168
CAV_6,280.7999999999924
HDV_95,227.19999999999212
HDV_151,196.5999999999915
HDV_49,258.1999999999922
HDV_129,211.59999999999155
CAV_314,101.39999999999426
HDV_133,210.39999999999142
CAV_206,168.99999999999073
HDV_195,175.3999999999908
HDV_197,173.19999999999075
HDV_25,278.7999999999918
HDV_167,195.39999999999088
HDV_291,121.59999999999312
CAV_108,232.79999999999131
CAV_118,233.9999999999908
HDV_53,273.39999999999134
HDV_235,164.1999999999907
CAV_62,269.59999999999104
HDV_187,196.59999999998996
HDV_285,138.99999999999213
HDV_329,113.39999999999358
CAV_300,129.79999999999265
HDV_207,189.19999999998953
HDV_203,192.79999999998944
HDV_101,255.7999999999903
HDV_271,154.19999999999126
HDV_253,165.39999999999063
CAV_326,122.99999999999304
CAV_284,148.3999999999916
HDV_255,165.39999999999063
CAV_278,150.59999999999147
CAV_290,145.99999999999173
HDV_15,310.3999999999903
HDV_281,150.39999999999148
HDV_57,287.5999999999903
HDV_303,139.79999999999208
CAV_40,296.7999999999903
HDV_355,110.19999999999376
CAV_352,112.39999999999364
CAV_286,150.1999999999915
CAV_192,208.79999999998904
CAV_366,104.3999999999941
CAV_272,162.1999999999908
HDV_353,118.99999999999326
HDV_33,312.59999999998973
CAV_402,92.19999999999479
HDV_75,292.3999999999893
CAV_324,143.39999999999188
CAV_194,222.39999999998815
CAV_346,133.79999999999242
CAV_362,132.3999999999925
CAV_214,221.39999999998744
HDV_103,289.79999999998824
CAV_126,276.799999999988
CAV_156,256.3999999999876
CAV_0,353.5999999999884
CAV_36,331.99999999998835
CAV_174,254.79999999998722
HDV_403,118.19999999999331
CAV_264,202.39999999998852
HDV_335,160.99999999999088
CAV_338,159.19999999999098
CAV_196,244.3999999999868
HDV_347,156.79999999999112
HDV_367,145.19999999999177
HDV_443,100.3999999999943
CAV_358,152.19999999999138
HDV_115,298.7999999999872
CAV_176,262.79999999998665
HDV_173,263.7999999999866
HDV_397,134.59999999999238
HDV_385,141.79999999999197
HDV_465,94.79999999999461
CAV_116,305.3999999999868
HDV_299,196.99999999998883
CAV_250,226.19999999998717
HDV_243,231.79999999998685
CAV_98,322.3999999999866
HDV_145,294.39999999998616
HDV_149,291.9999999999861
CAV_340,178.1999999999899
HDV_189,269.5999999999857
HDV_269,222.79999999998736
HDV_205,260.5999999999854
HDV_359,170.9999999999903
HDV_273,222.99999999998735
HDV_209,260.59999999998524
CAV_276,222.1999999999874
HDV_41,365.9999999999864
HDV_343,187.79999999998935
CAV_44,370.19999999998606
HDV_293,221.39999999998744
CAV_74,353.79999999998574
CAV_46,371.99999999998585
CAV_16,393.9999999999856
HDV_399,164.1999999999907
HDV_237,264.999999999985
HDV_449,138.19999999999214
HDV_491,110.99999999999369
HDV_9,403.1999999999853
